product_id|product_name|car_brand|car_type|swept_volume|productive_date|price_of_distributor|price_of_purchase|price_of_retail|product_category
|陶瓷片(后)|马自达|马自达6阿特兹|2.0|2014/05-|¥126.0|¥160.0|¥320.0|刹车-蹄片
|陶瓷片(后)|马自达|马自达6阿特兹|2.5|2014/05-|¥126.0|¥160.0|¥320.0|刹车-蹄片
|陶瓷片(前)|马自达|马自达3昂克赛拉|1.5|2014/05-|¥138.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|马自达|马自达3昂克赛拉|2.0|2014/05-|¥138.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(后)|马自达|马自达3昂克赛拉|1.5|2014/05-|¥122.0|¥160.0|¥320.0|刹车-蹄片
|陶瓷片(后)|马自达|马自达3昂克赛拉|2.0|2014/05-|¥122.0|¥160.0|¥320.0|刹车-蹄片
|欧标片(后)|雷克萨斯|RX450h|3.5|2009/04-|¥145.0|¥190.0|¥380.0|刹车-蹄片
|欧标片(后)|雷克萨斯|RX350|3.5|2009/03-|¥145.0|¥190.0|¥380.0|刹车-蹄片
|欧标片(后)|雷克萨斯|RX270|2.7|2011-|¥145.0|¥190.0|¥380.0|刹车-蹄片
|欧标片(后)|丰田|汉兰达|2.0T/3.5|2015/03-|¥145.0|¥190.0|¥380.0|刹车-蹄片
|陶瓷片(前)|凯迪拉克|XTS 36S|3.6|2013/02-|¥218.0|¥290.0|¥580.0|刹车-蹄片
|陶瓷片(前)|凯迪拉克|XTS 28T|2.0T|2013/02-|¥218.0|¥290.0|¥580.0|刹车-蹄片
|陶瓷片(前)|凯迪拉克|CTS|2.0T|2014/4|¥218.0|¥290.0|¥580.0|刹车-蹄片
|陶瓷片(前)|凯迪拉克|ATS-L 28T|2.0T|2014/8|¥218.0|¥290.0|¥580.0|刹车-蹄片
|陶瓷片(前)|凯迪拉克|ATS-L 25T|2.0T|2014/8|¥218.0|¥290.0|¥580.0|刹车-蹄片
|陶瓷片(前)|凯迪拉克|ATS|2.0T|2013/11-|¥218.0|¥290.0|¥580.0|刹车-蹄片
|欧标片(前)|观致|观致3五门版|1.6|2014/06-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(前)|观致|观致3五门版|1.6T|2014/06-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(前)|观致|观致3|1.6|2013/11-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(前)|观致|观致3|1.6T|2013/11-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(前)|观致|观致3|1.6T|2014/12-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(后)|观致|观致3五门版|1.6|2014/06-|¥116.0|¥150.0|¥300.0|刹车-蹄片
|欧标片(后)|观致|观致3五门版|1.6T|2014/06-|¥116.0|¥150.0|¥300.0|刹车-蹄片
|欧标片(后)|观致|观致3|1.6|2013/11-|¥116.0|¥150.0|¥300.0|刹车-蹄片
|欧标片(后)|观致|观致3|1.6T|2013/11-|¥116.0|¥150.0|¥300.0|刹车-蹄片
|欧标片(后)|观致|观致3|1.6T|2014/12-|¥116.0|¥150.0|¥300.0|刹车-蹄片
|陶瓷片(前)|马自达|马自达6阿特兹|2.0|2014/05-|¥148.0|¥190.0|¥380.0|刹车-蹄片
|陶瓷片(前)|马自达|马自达6阿特兹|2.5|2014/05-|¥148.0|¥190.0|¥380.0|刹车-蹄片
|陶瓷片(前)|别克|昂科威|2.0T|2014/10-|¥208.0|¥270.0|¥540.0|刹车-蹄片
|陶瓷片(后)|别克|昂科威|2.0T|2014/10-|¥138.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|雪佛兰|科鲁兹|1.4T|2014/08-|¥130.0|¥170.0|¥340.0|刹车-蹄片
|陶瓷片(前)|雪佛兰|科鲁兹|1.5|2014/08-|¥130.0|¥170.0|¥340.0|刹车-蹄片
|陶瓷片(前)|别克|威朗|1.5L/1.5T|2015/06-|¥130.0|¥170.0|¥340.0|刹车-蹄片
|陶瓷片(后)|雪佛兰|科鲁兹|1.4T|2014/08-|¥110.0|¥140.0|¥280.0|刹车-蹄片
|陶瓷片(后)|雪佛兰|科鲁兹|1.5|2014/08-|¥110.0|¥140.0|¥280.0|刹车-蹄片
|陶瓷片(后)|别克|威朗|1.5L/1.5T|2015/06-|¥110.0|¥140.0|¥280.0|刹车-蹄片
|全能片(后)|荣威|荣威550|1.8L|2013/05-|¥100.0|¥130.0|¥260.0|刹车-蹄片
|全能片(后)|荣威|荣威550|1.8T|2013/05-|¥100.0|¥130.0|¥260.0|刹车-蹄片
|全能片(后)|名爵|MG6|1.8|2013/01-|¥100.0|¥130.0|¥260.0|刹车-蹄片
|陶瓷片(前)|别克|昂科威|1.5T|2015/04-|¥168.0|¥220.0|¥440.0|刹车-蹄片
|陶瓷片(后)|别克|昂科威|1.5T|2015/04-|¥128.0|¥170.0|¥340.0|刹车-蹄片
|陶瓷片(后)|凯迪拉克|CTS|2.0T|2014/4|¥198.0|¥260.0|¥520.0|刹车-蹄片
|陶瓷片(后)|凯迪拉克|ATS-L28T|2.0T|2014/8|¥198.0|¥260.0|¥520.0|刹车-蹄片
|陶瓷片(后)|凯迪拉克|ATS-L25T|2.0T|2014/8|¥198.0|¥260.0|¥520.0|刹车-蹄片
|陶瓷片(后)|凯迪拉克|ATS|2.0T|2013/11-|¥198.0|¥260.0|¥520.0|刹车-蹄片
|陶瓷片(前)|现代|领动|1.4T/1.6L|2016.03-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|现代|悦纳RV|1.4L/1.6L|2017.02-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|起亚|K3|1.4T|2016.04-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|起亚|K5|1.6T|2015.10-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|本田|思域|1.5T|2016.04-|¥130.0|¥170.0|¥340.0|刹车-蹄片
|陶瓷片(前)|本田|思域|1.0T|2016.11-|¥130.0|¥170.0|¥340.0|刹车-蹄片
|欧标片(前)|斯柯达|明锐 旅行版|1.2T/1.6L|2017.08-|¥156.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(前)|斯柯达|明锐|1.2T|2017.08-|¥156.0|¥200.0|¥400.0|刹车-蹄片
|欧标片(前)|沃尔沃|V90 Cross Country|2.0T|2017.04-|¥260.0|¥350.0|¥700.0|刹车-蹄片
|欧标片(前)|奔驰|A45(W176) AMG|2.0T|2014.04-|¥320.0|¥450.0|¥900.0|刹车-蹄片
|欧标片(前)|奔驰|GLA 45AMG(X156)|2.0T|2014.11-|¥320.0|¥450.0|¥900.0|刹车-蹄片
|陶瓷片(前)|雷克萨斯|IS 300|2.0T|2017.06-|¥230.0|¥320.0|¥640.0|刹车-蹄片
|陶瓷片(前)|哈弗|哈弗H9|2.0T|2017.05-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|全能片(后)|哈弗|哈弗H9|2.0T|2017.05-|¥140.0|¥180.0|¥360.0|刹车-蹄片
|陶瓷片(前)|哈弗|哈弗H8|2.0T|2017.05-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|陶瓷片(后)|哈弗|哈弗H8|2.0T|2017.05-|¥140.0|¥180.0|¥360.0|刹车-蹄片
|欧标片(后)|奥迪|A5|2.0T|2017.06-|¥188.0|¥260.0|¥520.0|刹车-蹄片
|欧标片(前)|宝马|425i M|2.0T|2017.06-|¥395.0|¥390.0|¥780.0|刹车-蹄片
|欧标片(后)|宝马|425i M|2.0T|2017.06-|¥318.0|¥310.0|¥620.0|刹车-蹄片
|欧标片(前)|宝马|430i M|2.0T|2017.06-|¥395.0|¥390.0|¥780.0|刹车-蹄片
|欧标片(后)|宝马|430i M|2.0T|2017.06-|¥318.0|¥310.0|¥620.0|刹车-蹄片
|欧标片(前)|宝马|440i xDrive M|3.0T|2017.06-|¥360.0|¥500.0|¥1,000.0|刹车-蹄片
|欧标片(后)|宝马|440i xDrive M|3.0T|2017.06-|¥253.0|¥330.0|¥660.0|刹车-蹄片
|欧标片(后)|宝马|528Li|2.0T|2017.06-|¥265.0|¥300.0|¥600.0|刹车-蹄片
|欧标片(后)|宝马|530Li|2.0T|2017.06-|¥265.0|¥300.0|¥600.0|刹车-蹄片
|欧标片(后)|宝马|540Li|3.0T|2017.06-|¥265.0|¥360.0|¥720.0|刹车-蹄片
|全能片(前)|传祺|传祺GS4|1.5L|2017.06-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|全能片(后)|传祺|传祺GS4|1.5L|2017.06-|¥110.0|¥140.0|¥280.0|刹车-蹄片
|欧标片(前)|捷豹|F-Pace|2.0T|2017.06-|¥300.0|¥420.0|¥840.0|刹车-蹄片
|欧标片(前)|捷豹|F-Pace|2.0T|2017.06-|¥320.0|¥450.0|¥900.0|刹车-蹄片
|欧标片(后)|路虎|F-Pace|2.0T|2017.06-|¥235.0|¥320.0|¥640.0|刹车-蹄片
|欧标片(前)|捷豹|XE|2.0T|2017.06-|¥300.0|¥420.0|¥840.0|刹车-蹄片
|欧标片(后)|路虎|XE|2.0T|2017.06-|¥235.0|¥320.0|¥640.0|刹车-蹄片
|欧标片(前)|捷豹|XE|3.0T|2017.06-|¥320.0|¥450.0|¥900.0|刹车-蹄片
|欧标片(后)|路虎|XE|3.0T|2017.06-|¥235.0|¥320.0|¥640.0|刹车-蹄片
|欧标片(前)|标致|5008|1.6T/1.8T|2017.06-|¥170.0|¥220.0|¥440.0|刹车-蹄片
|欧标片(后)|标致|5008|1.6T/1.8T|2017.06-|¥130.0|¥180.0|¥360.0|刹车-蹄片
|全能片(前)|荣威|RX 5|1.5 TGI|2017.06-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|全能片(后)|荣威|RX 5|1.5 TGI|2017.06-|¥130.0|¥180.0|¥360.0|刹车-蹄片
|全能片(前)|荣威|ERX 5|纯电动|2017.06-|¥150.0|¥200.0|¥400.0|刹车-蹄片
|全能片(后)|荣威|ERX 5|纯电动|2017.06-|¥130.0|¥180.0|¥360.0|刹车-蹄片
|欧标片(后)|奥迪|S5|3.0T|2017.06-|¥188.0|¥260.0|¥520.0|刹车-蹄片
|欧标片(后)|奥迪|Q7(4M)|2.0T|2015.12-|¥218.0|¥310.0|¥620.0|刹车-蹄片
|陶瓷片(后)|雷克萨斯|IS 300|2.0T|2017.06-|¥140.0|¥180.0|¥360.0|刹车-蹄片
|欧标片(后)|保时捷|卡宴(955)|4.8|2007/02-2010/09|¥350.0|¥490.0|¥980.0|刹车-蹄片
|欧标片(后)|捷豹|XF|5.0|2009/01-2015/04|¥350.0|¥490.0|¥980.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|G 500 (W463)|5.5|2013.3-|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|G 63 AMG|5.5|2012.5-|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|AMG G 63|5.5|2016.3-|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|宝马|730 i (F01)|3.0|2008.6-|¥137.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|宝马|X5 xDrive 35 i (F15;  F85)|3.0|2013.11-|¥137.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|宝马|X6 xDrive 35 i (E71;  E72)|3.0|2008.9-2014.6|¥137.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|宝马|740 i (F01;  F02;  F03;  F04)|3.0|2008.10-2015.12|¥137.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|宝马|X1 sDrive 20 i (E84)|2.0|2011.9-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|宝马|320 i (F34)|2.0|2013.3-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|宝马|328 i (F30;  F35;  F80)|2.0|2011.10-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|ML 350 (W164)|3.5|2005.7-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|奥迪|Q7(4L)|3.0|2012.1-2015.8|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|R 300 (V251;  W251)|3.0|2009.7-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|S 300 (W221)|3.0|2006.8-|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|S 350 (W221)|3.5|2008.2-2013.12|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|S 600 (W221)|5.5|2005.12-2013.12|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|S 400 L Hybrid (W221)|3.5|2009.1-2013.12|¥155.0|¥200.0|¥400.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|E 200 (C207)|2.0|2013.6-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|C 200 Kompressor (W204)|1.8|2007.1-2014.1|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|E 260 (C207)|2.0|2014.1-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|C 230 (W204)|2.5|2007.1-2014.1|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|C 180 Kompressor (W204)|1.8|2007.1-2014.1|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|C 63 AMG (C204)|6.2|2011.6-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|路虎|神行者2(FA_)|3.2|2006.10-2014.10|¥175.0|¥230.0|¥460.0|刹车-蹄片
|驻车制动蹄(后)|路虎|神行者2(FA_)|2.2|2010.8-2014.10|¥175.0|¥230.0|¥460.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|GLK 300 (X204)|3.0|2009.7-2011.4|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|E 200 CGI (W212)|1.8|2009.8-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|E 300 (W212)|3.0|2009.1-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|E 260 CGI (W212)|1.8|2009.11-2013.12|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|奔驰|CLS 350|3.5|2011.1-|¥125.0|¥160.0|¥320.0|刹车-蹄片
|驻车制动蹄(后)|保时捷|卡宴|3.0|2011.4-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|保时捷|卡宴|3.6|2010.6-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|保时捷|卡宴|4.8|2010.6-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|大众|途锐(7P5)|3.0|2010.1-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|大众|途锐(7P5)|3.0|2015.6-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|丰田|陆地巡洋舰 150(_J15_)|4.0|2009.8-|¥105.0|¥140.0|¥280.0|刹车-蹄片
|驻车制动蹄(后)|丰田|陆地巡洋舰(GRJ12_)|2.7|2003.11-2010.2|¥105.0|¥140.0|¥280.0|刹车-蹄片
|驻车制动蹄(后)|雷克萨斯|GX 470(_J12_)|4.7|2001.11-2009.11|¥105.0|¥140.0|¥280.0|刹车-蹄片
|驻车制动蹄(后)|斯巴鲁|森林人(SH)|2.0|2008.1-|¥115.0|¥150.0|¥300.0|刹车-蹄片
|驻车制动蹄(后)|斯巴鲁|森林人(SH)|2.5|2009.1-|¥115.0|¥150.0|¥300.0|刹车-蹄片
|驻车制动蹄(后)|斯巴鲁|傲虎(BR)|2.5|2014.1-|¥115.0|¥150.0|¥300.0|刹车-蹄片
|驻车制动蹄(后)|吉普|自由客(MK74)|2.4|2008.1-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|吉普|指南者(MK49)|2.0|2011.5-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|驻车制动蹄(后)|吉普|牧马人 III(JK)|3.6|2011.10-|¥135.0|¥180.0|¥360.0|刹车-蹄片
|欧标片(前)|宝马|Z4(E89)|sDrive35i|2009/06-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|Z4(E89)|sDrive35is|2010/09-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|M3(E90)|4.0|2007/03-2011/12|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|760i,Li(E65,E66)|6.0|2003/01-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|760(E65,E66)|6.0|2003/02-2005/08|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|750i,Li(E65,E66)|4.8|2005/07-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|745i,Li(E65,E66)|4.4|2001/11-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|740i,Li(E65,E66)|4.0|2005/07-2007/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|740i,Li(E65,E66)|4.0|2007/04-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|735i,Li(E65,E66)|3.6|2001/11-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|730i,Li(E65,E66)|3.0|2003/03-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|730i,Li(E65,E66)|3.0|2005/03-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|650i敞篷车(E64)|4.8|2005/07-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|650i(E63)|4.8|2005/07-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|645Ci敞篷车(E64)|4.4|2004/04-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|630i敞篷车(E64)|3.0|2004/09-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|630i(E63)|3.0|2004/09-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|630i(E63)|3.0(200kw)|2007/07-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|550i(E60)|4.8|2005/07-2010/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|545i旅行车(E61)|4.4|2004/06-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|545i(E60)|4.4|2003/09-2010/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|530i(E60)|3.0|2005/03-2010/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|530i(E60)|3.0|2003/07-2010/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|530i(E60)|3.0|2007/01-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|525i(E60)|2.5|2003/09-2010/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|525i(E60)|2.5|2005/07-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|525i(E60)|3.0|2007/01-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|525i(E60)|3.0|2007/01-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|523i(E60)|2.5|2005/07-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|523i(E60)|2.5|2007/01-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|520i旅行车(E61)|2.0|2007/09-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|520i(E60)|2.0|2007/09-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|520i(E60)|2.2|2003/07-2010/03|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|335i敞篷车(E93)|3.0|2007/03-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|330i敞篷车(E93)|3.0|2007/03-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|330ixDrive(E90)|3.0|2008/09-2011/12|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|330i(E90)|3.0|2005/01-|¥359.0|¥430.0|¥860.0|刹车-蹄片
|欧标片(前)|宝马|330i(E90)|3.0|2007/09-|¥359.0|¥430.0|¥860.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|525Li(E60)改款|2.5|2007/10-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|525Li(E60)|2.5|2006/11-2007/10|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|525i(E60)|2.5|2004/04-2006/10|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|523Li(E60)改款|2.5|2007/10-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|523Li(E60)|2.5|2006/11-2007/10|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|523i(E60)|2.5|2006/04-2006/10|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|520Li(E60)改款|2.0|2009/06-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|520i(E60)|2.2|2004/05-2006/03|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|325i(E90)|2.5|2005/12-2008/12|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|Z4(E89)|sDrive23i|2009/06-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|Z4(E89)|sDrive30i|2009/06-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|Z4(E89)|sDrive20i|2011/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|Z4(E89)|sDrive28i|2011/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|X1xDrive25i(E84)|3.0|2010/01-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|525i(E60)|2.5|2003/09-2010/03|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|525i(E60)|2.5|2005/07-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|523i(E60)|2.5|2005/07-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|520i旅行车(E61)|2.0|2007/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|520i(E60)|2.0|2007/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|520i(E60)|2.2|2003/07-2010/03|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|330i轿跑车(E92)|3.0|2006/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|330i敞篷车(E93)|3.0|2007/03-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|330ixDrive(E90)|3.0|2008/09-2011/12|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|330i(E90)|3.0|2005/01-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|325i轿跑车(E92)|2.5|2006/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|325i敞篷车(E93)|3.0|2007/03-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|325i(E90)|2.5|2005/01-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|325i(E90)|3.0|2007/09-|¥259.0|¥320.0|¥640.0|刹车-蹄片
N52发动机|欧标片(前)|宝马|318i(E90)|2.0|2005/09-2007/03|¥259.0|¥320.0|¥640.0|刹车-蹄片
N46发动机|欧标片(后)|迷你|Countryman(R60)|1.6Cooperexcitement|2011/03-|¥272.0|¥300.0|¥600.0|刹车-蹄片
N46发动机|欧标片(后)|迷你|Countryman(R60)|1.6TCooperSaLL4|2011/03-|¥272.0|¥300.0|¥600.0|刹车-蹄片
N46发动机|欧标片(后)|宝马|320i(E90)|2.0|2005/12-2008/12|¥272.0|¥300.0|¥600.0|刹车-蹄片
N46发动机|欧标片(后)|宝马|318i(E90)|2.0|2005/09-2007/03|¥272.0|¥300.0|¥600.0|刹车-蹄片
N46发动机|欧标片(后)|宝马|318i(E90)|2.0|2005/09-2007/03|¥272.0|¥300.0|¥600.0|刹车-蹄片
N46发动机|欧标片(后)|宝马|118i(E81,E87)|2.0|2004/07-2012/09|¥272.0|¥300.0|¥600.0|刹车-蹄片
N46发动机|欧标片(后)|宝马|116i(E81,E87)|1.6|2003/11-2012/09|¥272.0|¥300.0|¥600.0|刹车-蹄片
|欧标片(后)|宝马|X1xDrive28i|2.0T|2012/03-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|X1xDrive20i|2.0T|2012/03-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|X1sDrive20i|2.0T|2012/03-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|X1sDrive18i|2.0|2012/03-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|328LixDrive|2.0T|2014/05-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|328Li(F30)|2.0T|2012/07-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|328ixDrive|2.0T|2014/05-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|325i(E90)改款|2.5|2008/12-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|325i(E90)|2.5|2005/12-2008/12|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|320Li(F30)|2.0T|2012/07-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|320i(E90)改款|2.0|2008/12-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|320i(E90)|2.0|2005/12-2008/12|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|318i(E90)改款|2.0|2009/02-2010|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|X1xDrive25i(E84)|3.0|2010/01-|¥249.0|¥270.0|¥540.0|刹车-蹄片
|欧标片(后)|宝马|X1sDrive18i(E84)|2.0|2010/01-|¥249.0|¥270.0|¥540.0|刹车-蹄片
